TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
Encomenda,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,65,0.3,2,61,1153,96022,1714646542562,1.0,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9545454545454546,111111111111111111111111111111111111110101111111111111111111110111,1.0,11111111,0,0,6,1,0.9464285714285714,1111111111111111111111111111111111111111111111111101111111111011111111011111111111011111111111111110111111111110,0.835820895522388,1111111111111110110111111111111111101101101011111101111111110110010,1.0,1111111111111111111111111111111,1.0,1111111111111111111111111111111,0.9545454545454546,111111111111111111111111111111111111011101111111111111111111111101
